1.580657958984375000e-01,1.481018066406250000e-01,-7.372283935546875000e-02,9.809875488281250000e-02,1.217041015625000000e-01,1.034851074218750000e-01,2.683258056640625000e-02,1.124267578125000000e-01,-5.940246582031250000e-02,1.254501342773437500e-01,-1.913452148437500000e-01,3.477478027343750000e-02,2.706909179687500000e-02,6.829833984375000000e-02,-5.628967285156250000e-02,4.359436035156250000e-02,-1.810302734375000000e-01,-1.666259765625000000e-02,-5.319213867187500000e-02,4.434204101562500000e-02,1.955278761196136372e+02
-1.519775390625000000e-02,3.590087890625000000e-01,-8.782196044921875000e-02,-2.094497680664062500e-01,1.763153076171875000e-01,-1.924133300781250000e-02,1.716156005859375000e-01,2.496643066406250000e-01,-4.525756835937500000e-02,1.231842041015625000e-01,-9.576416015625000000e-02,-6.160049438476562500e-01,3.524780273437500000e-03,2.606201171875000000e-02,-7.716369628906250000e-02,1.206054687500000000e-01,7.304382324218750000e-02,9.452819824218750000e-02,-6.068420410156250000e-02,-3.230285644531250000e-02,1.964686580555810451e+02
2.865295410156250000e-01,-1.460876464843750000e-01,2.166290283203125000e-01,2.553176879882812500e-01,-2.093963623046875000e-01,-9.033203125000000000e-03,-1.304016113281250000e-01,-9.887695312500000000e-03,6.909179687500000000e-02,-1.121520996093750000e-01,4.760742187500000000e-02,-3.045349121093750000e-01,1.169433593750000000e-01,3.982543945312500000e-03,1.573715209960937500e-01,-5.519866943359375000e-02,1.377410888671875000e-01,1.669311523437500000e-02,-2.447814941406250000e-01,3.208312988281250000e-01,1.937276171968141796e+02
1.145629882812500000e-01,1.008605957031250000e-01,2.607192993164062500e-01,1.292724609375000000e-01,-7.919311523437500000e-03,5.693054199218750000e-02,6.340026855468750000e-02,-1.863098144531250000e-01,1.615295410156250000e-01,2.937316894531250000e-03,1.088256835937500000e-01,-4.386291503906250000e-01,5.159759521484375000e-02,4.492187500000000000e-02,-3.019409179687500000e-01,-4.779052734375000000e-02,-1.794967651367187500e-01,5.500144958496093750e-01,-1.348876953125000000e-02,-3.363037109375000000e-02,1.923784321492088907e+02
-9.518432617187500000e-02,-1.882553100585937500e-01,-1.911010742187500000e-01,4.513549804687500000e-02,1.973800659179687500e-01,2.336730957031250000e-01,-6.367492675781250000e-02,1.582336425781250000e-02,-1.177978515625000000e-02,2.892608642578125000e-01,-2.099761962890625000e-01,-1.964492797851562500e-01,-1.705322265625000000e-01,-5.305480957031250000e-02,-2.994689941406250000e-01,3.244018554687500000e-02,4.216003417968750000e-02,-8.711242675781250000e-02,2.216186523437500000e-01,6.431579589843750000e-02,1.911430370508724081e+02
-2.046356201171875000e-01,-4.782104492187500000e-02,9.234619140625000000e-02,2.488784790039062500e-01,-4.062194824218750000e-01,7.533264160156250000e-02,-5.549621582031250000e-02,2.496490478515625000e-01,-1.281127929687500000e-01,1.459884643554687500e-01,-9.692382812500000000e-02,-2.421264648437500000e-01,4.992065429687500000e-01,3.373718261718750000e-02,-4.028377532958984375e-01,-1.502609252929687500e-01,-2.778015136718750000e-01,-1.179351806640625000e-01,-3.246383666992187500e-01,9.796142578125000000e-03,1.891214748784277333e+02
1.243438720703125000e-01,-1.222229003906250000e-01,4.905090332031250000e-01,8.221435546875000000e-02,3.199768066406250000e-02,1.390075683593750000e-02,-1.233215332031250000e-01,-2.964859008789062500e-01,-9.452819824218750000e-02,-5.410766601562500000e-01,-3.127365112304687500e-01,1.172485351562500000e-01,-1.462402343750000000e-01,1.845245361328125000e-01,-7.537841796875000000e-03,-4.512786865234375000e-02,-3.439941406250000000e-01,-3.747787475585937500e-01,-1.414794921875000000e-01,-5.645751953125000000e-03,1.898575843641493179e+02
3.743743896484375000e-01,-1.190338134765625000e-01,4.898834228515625000e-01,7.514953613281250000e-03,2.788848876953125000e-01,2.465820312500000000e-02,-2.853012084960937500e-01,4.391479492187500000e-02,2.436828613281250000e-02,1.315917968750000000e-01,1.279754638671875000e-01,1.099023818969726562e-01,-1.965942382812500000e-01,1.689300537109375000e-01,-2.227020263671875000e-02,-1.155395507812500000e-01,-8.541870117187500000e-02,4.514465332031250000e-01,-2.930297851562500000e-01,9.510040283203125000e-02,1.895661247181786564e+02
7.836914062500000000e-02,3.287353515625000000e-01,2.567443847656250000e-01,-4.402160644531250000e-03,-3.326644897460937500e-01,-3.995971679687500000e-01,-1.563720703125000000e-01,1.603393554687500000e-01,-3.274536132812500000e-02,2.585144042968750000e-01,-4.574317932128906250e-01,3.139953613281250000e-01,3.570556640625000000e-02,-5.449676513671875000e-02,-3.535385131835937500e-01,2.378845214843750000e-01,-2.927932739257812500e-01,-1.867675781250000000e-01,4.346313476562500000e-01,-2.768707275390625000e-01,1.903077460286351936e+02
-2.008666992187500000e-01,3.803100585937500000e-01,1.395416259765625000e-01,4.449615478515625000e-01,9.486389160156250000e-02,2.010650634765625000e-01,1.063995361328125000e-01,-2.068328857421875000e-02,-2.016754150390625000e-01,1.389770507812500000e-01,5.090332031250000000e-02,5.024719238281250000e-02,3.108367919921875000e-01,5.274200439453125000e-02,1.279296875000000000e-01,-2.609252929687500000e-02,-2.361145019531250000e-01,-1.797027587890625000e-01,1.304855346679687500e-01,-2.400817871093750000e-01,1.886011357338799428e+02
